prot_id,LFQ intensity 1,LFQ intensity 2,LFQ intensity 3,LFQ intensity 4,LFQ intensity 5,LFQ intensity 6,LFQ intensity 7,LFQ intensity 8,LFQ intensity 9,LFQ intensity 10,LFQ intensity 11,LFQ intensity 12,LFQ intensity 13,LFQ intensity 14,LFQ intensity 15,LFQ intensity 16,LFQ intensity 17,LFQ intensity 18,LFQ intensity 19,LFQ intensity 20,LFQ intensity 21,LFQ intensity 22,LFQ intensity 23,LFQ intensity 24,LFQ intensity 25,LFQ intensity 26,LFQ intensity 27,desc,valid_points,max,mw,clusters
Tb11.v5.0736,0,15952000,0,3884100,2720700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ABC1 family, putative",3,2,54.843,244
Tb927.8.3910,0,0,0,0,0,0,0,0,0,0,0,0,1304000,0,1505600,1493200,1949100,6124400,0,0,0,0,0,0,0,0,0,"thymidylate kinase, putative",5,18,39.57,118
Tb927.3.3790,100530000,135680000,125750000,136590000,134740000,71172000,47225000,50356000,55071000,54504000,45956000,44995000,47914000,55066000,57864000,83435000,145360000,212080000,184190000,119650000,171350000,181690000,156460000,0,0,0,0,"hypothetical protein, conserved",23,18,31.660999999999998,135
Tb11.v5.0807,15766000,35976000,17519000,0,12523000,16123000,23274000,28833000,26740000,30209000,15565000,9870100,11747000,0,0,0,6565600,0,0,0,0,0,0,0,0,0,0,"ribonuclease, putative",13,2,64.26100000000001,391
Tb927.3.3400,0,0,0,8407500,4321900,5147900,4582400,5429100,6706300,13343000,9308400,10183000,11436000,9082100,4342700,6786700,0,0,0,0,0,0,0,0,0,0,0,"kinesin, putative",13,10,63.787,13
Tb11.v5.0853,0,0,0,0,0,0,0,0,0,2099100,0,0,0,1930600,1954100,0,0,0,0,0,0,0,0,0,0,0,0,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative",3,10,60.394,2
Tb11.v5.0895,0,0,0,0,1627000,1558800,3138300,0,2549300,3522600,5319100,3990700,3897100,4438600,3041900,2279500,0,1641500,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",12,11,63.762,52
Tb927.4.3020,0,0,0,0,0,4452000,5220200,4038400,4815600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATP-dependent DEAH-box RNA helicase, putative",4,7,159.21,479
Tb11.v5.1020,0,6609900,8552200,14695000,16076000,37808000,72511000,105580000,154530000,174990000,183140000,141890000,126540000,95811000,25175000,15196000,19979000,13540000,7955000,7991800,3477500,2047800,6072000,0,0,0,0,"retrotransposon hot spot (RHS) protein, putative",22,11,62.306000000000004,65
Tb927.3.4330,1125300000,1556300000,1522000000,1981000000,1342100000,1114100000,873220000,777100000,818650000,951700000,945740000,1095200000,1593000000,1718100000,1409700000,1049200000,924060000,953270000,1103300000,443560000,123550000,73330000,51722000,0,0,0,0,Paraflagellar rod protein 1-5,23,4,68.682,141
Tb927.11.3600,755230000,2968200000,2307100000,1434900000,1144000000,1523700000,590990000,707720000,767770000,775450000,526070000,487890000,462230000,446920000,497040000,458690000,319940000,295690000,308170000,130260000,218960000,425240000,106950000,65641000,377050000,557230000,638820000,"40S ribosomal protein S4, putative",27,2,30.644000000000002,210
Tb927.1.1000,0,5043300,5459000,4062800,5814900,9130300,11283000,9210300,14728000,13143000,9675400,6280800,3077800,2566600,0,0,0,0,0,0,0,0,0,0,0,0,0,developmentally regulated phosphoprotein,13,9,47.206,307
Tb927.1.1050,7771900,21352000,40152000,101060000,82212000,47839000,14802000,11076000,9215100,4842200,5537900,0,3402100,3336800,2828900,3197700,1940600,0,0,0,0,0,0,0,0,0,0,Metallo-dependent phosphatase-like domain-containing protein,16,4,126.7,459
Tb927.1.1120,0,0,7669900,7068900,15136000,7449700,15331000,8037200,7209700,5993900,4235100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ribosomal RNA-processing protein 8, putative",9,7,41.536,509
Tb927.1.120,503520000,998590000,1186400000,1277500000,1289900000,1751400000,1295000000,1136000000,1512400000,1464800000,1149800000,1217100000,1043500000,983680000,851870000,835080000,893050000,998080000,747860000,492420000,269340000,245890000,182470000,37480000,38987000,42888000,33602000,"retrotransposon hot spot protein 4 (RHS4), putative",27,6,98.024,425
Tb927.1.1200,27229000,62314000,55194000,46091000,70963000,87074000,41339000,13262000,8075900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondrial ribosomal protein S15,9,6,50.306999999999995,228
Tb927.1.1210,0,0,0,4096400,5128700,8190500,7612300,7132400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7073400,0,"conserved protein, unknown function",6,6,16.902,491
Tb927.1.1380,0,0,0,0,0,5655900,12422000,12211000,13317000,14610000,20041000,19391000,18263000,19796000,20313000,15013000,18573000,12241000,13384000,18759000,4946900,5866300,0,0,0,0,0,"serine/threonine protein phosphatase 2A regulatory subunit, putative",17,15,62.615,191
Tb927.1.1420,0,0,7815000,9436800,9626400,13815000,16329000,17910000,18634000,29369000,22182000,21174000,23125000,21212000,26057000,18683000,19840000,16250000,0,11372000,16924000,15599000,0,0,0,0,0,"conserved protein, unknown function",19,10,70.98,168
Tb927.1.1530,0,0,0,0,0,0,5074100,4941000,4434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STE group serine/threonine-protein kinase, putative",3,7,191.48,272
Tb927.1.1580,13421000,14549000,11805000,18719000,16609000,14578000,7880700,7092700,7896500,8731600,7066800,7864600,6426000,8095700,9106900,7802600,7433400,9772200,8348500,5949000,5588100,8874900,0,0,14597000,0,0,"electron transport protein SCO1/2, putative",23,4,33.578,348
Tb927.1.1600,0,0,4722200,5034800,10367000,10855000,4099700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pseudouridine synthase TruD, putative",5,6,168.32,451
Tb927.1.1620,0,14453000,13938000,18307000,18089000,42442000,47745000,60850000,64323000,41988000,27421000,16921000,10396000,6736000,4113800,0,0,0,0,0,0,0,0,0,0,0,0,"ATP-dependent DEAD/H RNA helicase, putative",14,9,81.817,314
Tb927.1.1670,0,0,8823000,4415000,4493400,11443000,12386000,23798000,67388000,161440000,241680000,211870000,152360000,108500000,47720000,44794000,29201000,12638000,3764700,1468200,0,0,0,0,0,0,0,ARM-like helical domain-containing protein,18,11,120.87,92
Tb927.1.1690,0,0,0,0,2427500,3104500,4316200,7579200,3200500,2711900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RNA-editing nuclease 1,6,8,89.88600000000001,283
Tb927.1.1700,5745300,33731000,33730000,58969000,75241000,61167000,39234000,30085000,26112000,16566000,13343000,9783500,8767700,10672000,5630200,1693400,3122500,1102500,0,0,0,0,0,0,0,0,0,"AATF protein, putative",18,5,55.093,466
Tb927.1.1710,0,0,0,0,5330600,10548000,13240000,27343000,28652000,24840000,20272000,9565200,3286500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"transmembrane protein, conserved",9,9,195.44,313
Tb927.1.1720,0,0,0,5621500,0,11342000,10941000,14028000,12296000,19378000,32246000,40129000,25528000,18102000,16913000,16138000,8894200,7153300,10725000,0,0,0,16516000,0,0,0,0,"cyclophilin 15, putative",16,12,43.95399999999999,18
Tb927.1.1730,0,37272000,36937000,60619000,71087000,78126000,55657000,80266000,96910000,85562000,64990000,47948000,40068000,26042000,21678000,10097000,7629900,12477000,17571000,2734900,0,0,0,0,0,0,0,"Polyadenylation mediator complex protein PAMC1, putative",19,9,75.065,410
Tb927.1.180,15426000,50607000,29960000,39210000,56655000,73773000,122350000,168550000,240590000,363390000,374170000,376420000,330580000,478830000,637890000,484710000,492140000,566040000,493860000,192510000,53823000,30456000,22838000,0,0,0,0,"retrotransposon hot spot protein 1 (RHS1), putative",23,15,94.488,195
Tb927.1.1880,0,0,0,0,1736100,3289900,3052900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WD40 repeat-containing protein,3,6,157.34,497
Tb927.1.1890,0,0,0,0,0,0,2343400,2992500,4127800,7767500,7946700,4672500,4823800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Replication Factor C Subunit 1-related protein,7,11,129.39,75
Tb927.1.190,0,18300000,17980000,44396000,45678000,75528000,70661000,138620000,104800000,133060000,179670000,138240000,148840000,145360000,105180000,117170000,176990000,144440000,132140000,60071000,21537000,12053000,19881000,0,0,0,0,"retrotransposon hot spot protein (RHS, pseudogene), putative",22,11,94.65899999999999,186
Tb927.1.1910,0,0,0,0,0,0,0,0,855420,0,1868900,0,1010500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MORN repeat-containing protein,3,11,136.79,298
Tb927.1.1930,21598000,83169000,210220000,168930000,190700000,64430000,54227000,27766000,37641000,0,908650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phosphatidylinositol 3-kinase, putative",10,3,324.21,221
Tb927.1.1960,0,0,0,0,0,0,10556000,10721000,58189000,18967000,43227000,44517000,33907000,20746000,21771000,14409000,17695000,15711000,19540000,12832000,0,0,0,0,0,0,0,"chaperone protein DnaJ, putative",14,9,75.71,16
Tb927.1.2100,48137000,74284000,70169000,79320000,70270000,104840000,109890000,166140000,352540000,804270000,1353800000,2108200000,2054300000,1088000000,458070000,204670000,149360000,127530000,85249000,45432000,40675000,19642000,6815000,0,0,0,0,Calpain-like protein 1.1,23,12,126.15,15
Tb927.1.2550,638890000,1049400000,1060100000,798070000,491170000,379220000,324010000,322860000,192290000,280970000,214630000,360610000,319420000,267430000,289480000,219740000,285540000,161320000,30076000,296830000,251430000,229890000,339340000,191450000,284710000,499680000,455170000,"histone H3, putative",27,3,14.75,214
Tb927.1.2570,8774700,5668700,53671000,18524000,27341000,31112000,120550000,167520000,136310000,91683000,64258000,23997000,15857000,11437000,4850300,6322900,4033500,0,0,0,0,0,0,0,0,0,0,coatomer beta subunit,17,8,110.05,314
Tb927.1.2600,0,0,7557000,31283000,49333000,38998000,29896000,18575000,12088000,10136000,5449600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pumilio/PUF RNA binding protein 9,9,5,74.065,490
Tb927.1.2670,37087000,87089000,134660000,28840000,0,0,0,0,0,0,0,0,0,0,0,0,0,13522000,42773000,18527000,0,0,0,0,0,0,0,paralyzed flagella 16,7,3,56.126000000000005,252
Tb927.1.2970,0,0,0,0,0,0,0,0,0,5710800,5007200,7740800,5979100,4565200,4851600,3690400,5522100,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",8,12,27.299,20
Tb927.1.2990,0,8841300,32275000,57623000,85854000,64375000,33118000,11155000,7673800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kinetoplast ribosomal PPR-repeat containing protein 2,8,5,115.95,442
Tb927.1.3010,0,8780600,15315000,34286000,14623000,16913000,43587000,37300000,24435000,30085000,18239000,16730000,5848500,8290200,5038200,0,0,0,0,0,0,0,0,0,0,0,0,"mRNA processing protein, putative",14,7,40.813,499
Tb927.1.3030,0,0,0,0,0,0,10393000,11348000,6501900,5062400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KREL2,4,8,47.576,279
Tb927.1.3070,0,6083100,13451000,38512000,50330000,78933000,71260000,57426000,39904000,18647000,10232000,10031000,9580600,6202100,6549300,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",14,6,44.99,510
Tb927.1.3180,45084000,54914000,38813000,95235000,53958000,78120000,44417000,50295000,56879000,47761000,39510000,34773000,27244000,15025000,7293400,2014600,7380600,2448100,0,0,1097100,2856600,32214000,0,0,0,0,"40S ribosomal protein S11, putative",21,4,20.059,531
Tb927.1.3260,0,0,0,0,0,0,10928000,11580000,19834000,15762000,19808000,15167000,17824000,11855000,9112000,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",9,9,203.06,49
Tb927.1.3270,0,0,0,0,0,5491400,2630900,4869400,6222500,8088800,7458500,8387100,8590800,8736800,8944200,10169000,8866300,9411800,6924200,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",14,16,98.508,185
Tb927.1.330,0,0,0,0,0,0,0,27309000,25731000,39841000,35297000,31858000,43664000,31686000,27380000,33514000,29633000,37232000,31032000,11190000,9316700,10331000,0,0,0,0,0,"retrotransposon hot spot protein (RHS, pseudogene), putative",15,13,30.256999999999998,185
Tb927.1.3300,0,0,0,0,0,8272100,8194900,10371000,14039000,19934000,20495000,19043000,18159000,17281000,14088000,14307000,10860000,10774000,15376000,8729400,0,0,0,0,0,0,0,"Myotubularin-related protein, putative",15,11,97.54299999999999,185
Tb927.1.3310,35284000,28682000,40452000,38612000,49064000,76751000,76037000,69940000,63939000,93828000,80053000,82696000,70323000,64547000,56646000,55414000,50780000,56881000,64943000,42791000,63307000,63829000,47210000,0,0,0,0,"hypothetical protein, conserved",23,10,28.503,160
Tb927.1.3450,19799000,82757000,41729000,71321000,18378000,4226500,1183000,5335400,1736200,3125800,2752700,2612500,3303800,2681900,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",14,2,84.883,244
Tb927.1.3860,0,0,0,0,0,1688600,2493800,2861300,2340100,1916400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,8,131.44,276
Tb927.1.3910,0,18685000,14282000,25298000,48782000,41085000,25431000,11621000,5255600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anaphase-promoting complex subunit CDC23,8,5,99.78200000000001,442
Tb927.1.3950,0,0,4727300,0,5332500,7733700,7067800,7948600,13694000,7860600,40532000,79746000,141590000,221900000,300810000,283110000,279580000,215620000,299230000,241230000,189960000,69293000,5665700,0,0,0,0,alanine aminotransferase,20,15,55.70399999999999,110
Tb927.1.4010,0,0,0,6875400,6610700,6112000,0,0,4361100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,primase 2,4,4,129.41,448
Tb927.1.4050,30066000,46921000,45374000,43961000,38789000,43412000,45826000,46548000,41725000,41553000,31309000,23045000,22123000,17794000,17711000,15431000,8010300,10114000,7580100,0,0,0,0,0,0,0,0,"ser/thr protein phosphatase, putative",19,2,105.75,399
Tb927.1.4180,0,0,0,0,7038400,6944500,14551000,8258500,5584800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leucine-rich repeat protein (LRRP), putative",5,7,81.988,483
Tb927.1.4230,0,7093200,6858400,6923900,5402600,5632100,4121900,3780600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,2,49.86,224
Tb927.1.4250,0,0,0,0,0,0,0,18928000,21367000,26630000,25431000,18914000,11079000,10049000,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,10,85.14399999999999,77
Tb927.1.4280,0,6003300,3636000,8499400,8364500,12100000,10419000,8262300,7613100,7148100,5085900,3426000,3128100,3653900,2027400,1817500,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",15,6,75.277,539
Tb927.1.4310,1740100000,3095700000,1533000000,884390000,265780000,85724000,38376000,19389000,16733000,14146000,11022000,9378100,3554800,2704300,0,0,0,0,0,0,0,0,0,0,0,0,0,Flagellum attachment zone protein 2,14,2,183.76,249
Tb927.1.4420,83990000,171170000,181360000,75286000,81145000,132070000,113290000,97705000,70066000,30532000,39592000,10026000,3818000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ABC transporter, putative",13,3,104.68,231
Tb927.1.4480,0,0,0,0,0,2732800,3246700,4374300,6703400,4783600,3216300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WD repeat and HMG-box DNA-binding protein, putative",6,9,158.45,294
Tb927.1.450,0,0,0,26147000,24020000,20108000,33704000,45727000,24654000,39299000,37781000,40373000,54461000,41145000,38430000,45035000,42579000,41003000,43890000,12251000,0,0,0,0,0,0,0,"retrotransposon hot spot protein (RHS, pseudogene), putative",17,13,229.01,186
Tb927.1.4680,0,0,0,0,0,0,9427800,5141100,3518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kinetochore interacting protein 6,3,7,37.287,273
Tb927.1.4690,0,0,0,9703400,14677000,24828000,34870000,73033000,69124000,104950000,162880000,150300000,109940000,112840000,78944000,70862000,56121000,39342000,27385000,39751000,68585000,50435000,0,0,0,0,0,Protein arginine N-methyltransferase 1 catalytic subunit,19,11,39.205999999999996,21
Tb927.1.4740,0,0,0,0,0,0,0,5401000,6284200,6730500,6434900,7375200,6271500,5679300,0,0,0,0,0,0,0,0,0,0,0,0,0,"FAM91 N-terminus/FAM91 C-terminus, putative",7,12,116.56,77
Tb927.1.4760,0,0,0,2709800,3416700,5380200,8840500,4448900,3315800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative",6,7,114.71,483
Tb927.1.540,0,0,6723600,4964800,4550100,16163000,7956900,7577700,9752400,11419000,4170300,1963200,2379300,2494200,0,0,0,0,0,0,0,0,0,0,0,0,0,"DNA-directed RNA polymerase III, putative",12,6,126.58,492
Tb927.1.560,0,0,0,3075600,3327900,4520100,3918100,3760600,2674000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WD domain, G-beta repeat, putative",6,6,48.026,508
Tb927.1.570,0,0,0,0,0,0,5628300,4106700,7517700,5925800,0,0,3788500,3108200,0,0,0,0,0,0,0,0,0,0,0,0,0,"Histone-lysine N-methyltransferase, H3 lysine-76 specific",6,9,30.886999999999997,293
Tb927.1.640,0,0,0,0,0,12237000,12562000,15337000,16758000,15825000,22656000,9688900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRCA2,7,11,176.31,311
Tb927.1.670,0,0,0,0,5873500,4133300,4729500,18461000,16748000,28725000,22729000,16521000,9104200,6245900,3882100,2972100,2844400,2074900,0,7530800,2953800,2946800,0,0,0,0,0,"conserved protein, unknown function",17,10,65.781,75
Tb927.1.750,0,0,0,0,0,0,9696400,13225000,12909000,15662000,23724000,18576000,11544000,6918200,4961600,3960300,3923600,2457800,3201300,6433100,3541000,0,0,0,0,0,0,Metal-binding domain-containing protein,15,11,132.69,65
Tb927.1.840,0,13410000,12155000,26171000,16626000,13832000,7579500,0,7105500,14080000,7649300,6996200,0,8976600,7313900,5174300,8474100,6501900,0,8469400,5539600,6622300,0,0,0,0,0,"transmembrane protein, putative",18,4,21.18,475
Tb927.1.860,0,0,9366700,9637000,17591000,20344000,18079000,14087000,13841000,10180000,9499200,9293900,8364400,7278900,7952800,7843600,6343000,6285200,0,0,4561300,4328900,0,0,0,0,0,"transmembrane protein, putative",18,6,29.561999999999998,415
Tb927.1.870,0,0,0,0,0,0,0,0,0,1714000,2557900,2659900,10581000,10259000,21257000,22971000,4064400,5136300,10006000,6950400,5234500,7125200,0,0,0,0,0,deoxyhypusine synthase,13,16,37.378,107
Tb927.1.880,0,27994000,24257000,24569000,35320000,155760000,238790000,232150000,126580000,59082000,22438000,3708600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midasin, putative",11,7,512.6,286
Tb927.1.90,0,0,6277000,6724300,17769000,0,0,0,5682100,11299000,9017400,9033100,11502000,8749900,8709600,8716400,9718100,9273300,13844000,0,0,0,0,0,0,0,0,"retrotransposon hot spot protein (RHS, pseudogene), putative",14,5,67.289,26
Tb927.1.990,16318000,35558000,12717000,10666000,5522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enkuring domain-containig protein,5,2,42.207,249
Tb927.10.10050,3855500,8266900,4740900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",3,2,132.74,249
Tb927.10.10070,0,0,9011300,10187000,0,19619000,10226000,9077200,7744400,6627600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,6,61.886,492
Tb927.10.10120,0,0,0,0,0,0,6283000,7424400,7818100,9772100,9182600,7796000,5963900,5086600,4946200,5374500,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",10,10,63.236000000000004,44
Tb927.10.10130,0,0,0,0,3523400,4392400,3807600,3799200,4484700,6963100,8028700,7532600,9652000,11260000,8619900,14299000,18429000,22705000,15467000,13312000,8767800,3773500,0,0,0,0,0,mitochondrial RNA binding complex 1 subunit,18,18,61.04600000000001,123
Tb927.10.10170,0,0,0,10415000,16907000,22090000,14065000,14752000,19109000,14556000,8593800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pre-mRNA splicing factor 46, putative",8,6,48.744,513
Tb927.10.10280,0,0,0,0,0,0,0,0,25609000,22912000,9702900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"microtubule-associated protein, putative",3,9,267.6,297
Tb927.10.10330,0,0,0,3096300,5449200,6615200,6864200,4578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anaphase-promoting complex subunit CDC27,5,7,62.876999999999995,490
Tb927.10.10340,8180300,16384000,22718000,17479000,13711000,21121000,20967000,36013000,25830000,21908000,11569000,7209100,6536100,6349000,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural maintenance of chromosome 2, putative",14,8,134.0,503
Tb927.10.10350,0,0,0,0,0,0,5074900,4599000,6296600,5460800,0,4527500,6220500,6506600,7223900,5225200,7157500,12514000,4122000,8996700,9639300,2782600,0,0,0,0,0,"STE/STE11 serine/threonine-protein kinase, putative",15,18,66.762,200
Tb927.10.10380,0,0,4734300,13248000,0,0,8004800,5537500,0,4091600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATP-dependent DEAD/H RNA helicase, putative",5,4,56.623000000000005,455
Tb927.10.10400,0,44765000,27471000,37819000,74785000,67375000,43714000,11552000,9656200,0,0,0,0,0,0,0,0,0,0,0,0,0,12817000,0,0,0,0,Mitochondrial ribosomal protein S11,9,5,37.867,442
Tb927.10.1060,91199000,72146000,120100000,84913000,125700000,554470000,963740000,1304800000,1106400000,743320000,670280000,504880000,462260000,429680000,428000000,414330000,312490000,258130000,281240000,474970000,530180000,500750000,165680000,115460000,69582000,7574900,23665000,"T-complex protein 1, delta subunit, putative",27,8,58.361000000000004,317
Tb927.10.10630,0,0,0,0,0,0,3997900,5334800,5098800,4305200,1997800,1982600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",6,8,29.655,295
Tb927.10.1070,58434000,52194000,40173000,37522000,35631000,38522000,24551000,23072000,24181000,25164000,19650000,21271000,23243000,19640000,24514000,28736000,21362000,21490000,21868000,16216000,10482000,21977000,9089000,14651000,0,0,0,cdc2-related kinase 1,24,1,34.35,350
